block	pop	Singletons	Doubletons	MAC=3-5	MAC=6-10	MAC=11-20	MAC=21-MAF005	MAF005-MAF01	rep	data
100	EAS	30	18	32	29	34	59	7	82	Original HAPGEN2
100	EAS	28	16	36	33	29	64	6	83	Original HAPGEN2
100	EAS	30	13	33	23	33	70	6	84	Original HAPGEN2
100	EAS	35	16	35	27	30	67	8	85	Original HAPGEN2
100	EAS	33	14	34	28	37	66	8	86	Original HAPGEN2
100	EAS	23	20	29	25	44	61	8	87	Original HAPGEN2
100	EAS	31	15	32	29	39	62	4	88	Original HAPGEN2
100	EAS	30	21	25	22	43	68	11	89	Original HAPGEN2
100	EAS	16	16	33	28	33	63	11	90	Original HAPGEN2
100	EAS	28	17	20	37	42	61	14	91	Original HAPGEN2
100	EAS	31	17	31	30	49	60	9	92	Original HAPGEN2
100	EAS	29	24	35	29	29	59	11	93	Original HAPGEN2
100	EAS	31	15	27	30	39	54	14	94	Original HAPGEN2
100	EAS	33	14	31	30	38	65	10	95	Original HAPGEN2
100	EAS	28	19	33	24	46	57	6	96	Original HAPGEN2
100	EAS	26	22	30	34	39	61	8	97	Original HAPGEN2
100	EAS	34	11	26	40	28	57	12	98	Original HAPGEN2
100	EAS	24	23	34	27	37	59	7	99	Original HAPGEN2
100	EAS	39	16	47	24	36	55	9	100	Original HAPGEN2
101	EAS	16	8	27	24	31	48	4	1	Original HAPGEN2
101	EAS	26	17	21	17	25	43	10	2	Original HAPGEN2
101	EAS	18	14	18	16	23	54	8	3	Original HAPGEN2
101	EAS	24	10	26	12	30	48	7	4	Original HAPGEN2
101	EAS	18	12	21	25	22	44	10	5	Original HAPGEN2
101	EAS	18	14	16	23	23	46	12	6	Original HAPGEN2
101	EAS	20	12	29	21	24	46	3	7	Original HAPGEN2
101	EAS	23	15	18	30	27	36	14	8	Original HAPGEN2
101	EAS	21	16	27	19	26	42	8	9	Original HAPGEN2
101	EAS	24	18	21	20	35	42	9	10	Original HAPGEN2
101	EAS	16	11	23	26	30	52	8	11	Original HAPGEN2
101	EAS	23	9	23	19	27	50	10	12	Original HAPGEN2
101	EAS	16	11	30	17	25	49	9	13	Original HAPGEN2
101	EAS	13	16	22	21	28	42	14	14	Original HAPGEN2
101	EAS	12	11	17	26	32	46	10	15	Original HAPGEN2
101	EAS	27	17	22	15	31	51	7	16	Original HAPGEN2
101	EAS	15	11	20	23	23	51	8	17	Original HAPGEN2
101	EAS	17	14	27	23	28	47	7	18	Original HAPGEN2
101	EAS	25	8	22	20	37	44	7	19	Original HAPGEN2
101	EAS	23	21	21	26	21	46	8	20	Original HAPGEN2
101	EAS	22	16	22	28	28	42	11	21	Original HAPGEN2
101	EAS	15	18	25	19	24	59	7	22	Original HAPGEN2
101	EAS	22	10	23	28	22	51	4	23	Original HAPGEN2
