block	pop	downsample	exp_all	obs_all	N_bp	per_kb
32	sas	500	236.37365	203	26001	7.80739202338372
32	sas	1000	390.22608	322	26001	12.3841390715742
32	sas	2000	628.06477	545	26001	20.9607322795277
32	sas	3070	834.78871	718	26001	27.6143225260567
32	sas	5000	1139.5308	981	26001	37.7293181031499
32	sas	5040	1145.36016	982	26001	37.7677781623784
32	sas	8128	1537.09314	1289	26001	49.5750163455252
32	sas	9197	1654.9757	1399	26001	53.8056228606592
32	sas	10000	1739.3492	1463	26001	56.2670666512826
32	sas	10824	1823.0004	1553	26001	59.7284719818469
32	sas	15000	2201.0969	1884	26001	72.4587515864774
32	sas	15308	2226.8655	1918	26001	73.7663936002461
33	sas	10	10.9871846283473	8	58758	0.136151672963682
33	sas	20	22.3645712656537	17.9420373972681	58758	0.305354801001874
33	sas	50	54.5044059763375	44.5110631314998	58758	0.757531963843218
33	sas	100	102.33368225283	82.189540537876	58758	1.39878043054352
33	sas	200	185.787713391906	152.724200121358	58758	2.59920691857037
33	sas	500	377.441741173038	303.594973234361	58758	5.1668704386528
33	sas	1000	623.102345021341	522.108673960478	58758	8.88574617857105
33	sas	2000	1006.6225732273	851.691745872727	58758	14.4949070062413
33	sas	3070	1342.45558106138	1131.14596727907	58758	19.2509269763959
33	sas	5000	1844.24660893796	1573.32475460008	58758	26.7763496817468
33	sas	5040	1853.86980275389	1579.63855024758	58758	26.8838039117666
33	sas	8128	2510.42124645554	2132.95927535711	58758	36.3007467129091
33	sas	9197	2709.60939310716	2306.15189509433	58758	39.2483048281822
33	sas	10000	2853.64833144391	2427.4775380081	58758	41.3131409851952
33	sas	10824	2997.14428002771	2553.63541268404	58758	43.4602166970292
33	sas	15000	3651.33196211719	3125.24578841154	58758	53.1884303143664
33	sas	15308	3696.3005928271	3167.42221345884	58758	53.9062291680935
34	sas	10	8.1996114	5	31911	0.156685782332111
34	sas	20	16.4552609	15	31911	0.470057346996334
34	sas	50	39.840934	28	31911	0.877440381059823
34	sas	100	74.58525	51	31911	1.59819497978753
34	sas	200	135.398996	85	31911	2.66365829964589
34	sas	500	275.01431	180	31911	5.640688163956
34	sas	1000	453.83531	292	31911	9.15044968819529
34	sas	2000	731.00783	484	31911	15.1671837297484
34	sas	3070	972.4855	661	31911	20.7138604243051
34	sas	5000	1329.21608	934	31911	29.2689041396384
34	sas	5040	1335.96956	934	31911	29.2689041396384
34	sas	8128	1795.37884	1250	31911	39.1714455830278
34	sas	9197	1933.92737	1352	31911	42.3678355426029
34	sas	10000	2033.38667	1414	31911	44.310739243521
34	sas	10824	2131.80285	1487	31911	46.5983516655699
34	sas	15000	2577.8571	1828	31911	57.2843220206198
34	sas	15308	2608.3117	1849	31911	57.9424023064147
35	sas	10	1.6010083	0	5943	0
35	sas	20	3.1998855	1	5943	0.16826518593303
35	sas	50	7.8081791	2	5943	0.336530371866061
35	sas	100	14.625272	6	5943	1.00959111559818
35	sas	200	26.574791	16	5943	2.69224297492849
35	sas	500	53.929888	42	5943	7.06713780918728
35	sas	1000	89.028028	67	5943	11.273767457513
35	sas	2000	143.19865	116	5943	19.5187615682315
35	sas	3070	190.19574	145	5943	24.3984519602894
35	sas	5000	259.30199	196	5943	32.979976442874
35	sas	5040	260.63002	196	5943	32.979976442874
35	sas	8128	349.16081	268	5943	45.0950698300522
35	sas	9197	375.75675	285	5943	47.9555779909137
35	sas	10000	394.74224	299	5943	50.3112905939761
35	sas	10824	413.56988	314	5943	52.8352683829716
35	sas	15000	498.43942	388	5943	65.2868921420158
35	sas	15308	504.21852	391	5943	65.7916876998149
36	sas	10	6.4110016	8	25500	0.313725490196078
36	sas	20	12.8619457	14	25500	0.549019607843137
36	sas	50	31.388442	21	25500	0.823529411764706
36	sas	100	58.838249	46	25500	1.80392156862745
36	sas	200	106.904863	69	25500	2.70588235294118
36	sas	500	217.00607	154	25500	6.03921568627451
36	sas	1000	358.21667	256	25500	10.0392156862745
36	sas	2000	576.7068	425	25500	16.6666666666667
36	sas	3070	766.58227	596	25500	23.3725490196078
36	sas	5000	1046.72057	838	25500	32.8627450980392
36	sas	5040	1052.11301	841	25500	32.9803921568627
36	sas	8128	1412.52044	1116	25500	43.7647058823529
36	sas	9197	1521.0397	1212	25500	47.5294117647059
36	sas	10000	1598.6786	1278	25500	50.1176470588235
36	sas	10824	1675.7625	1334	25500	52.3137254901961
36	sas	15000	2024.051	1622	25500	63.6078431372549
36	sas	15308	2047.8407	1652	25500	64.7843137254902
37	sas	10	4.463943663	5	19029	0.262756844815807
37	sas	20	8.98480339	9	19029	0.472962320668453
37	sas	50	21.92685296	19	19029	0.998476010300068
37	sas	100	41.12104217	28	19029	1.47143833096852
37	sas	200	74.7039507	55	19029	2.89032529297388
37	sas	500	151.6679953	119	19029	6.25361290661622
37	sas	1000	250.365381	194	19029	10.1949655788533
37	sas	2000	403.3833325	324	19029	17.0266435440643
37	sas	3070	536.575522	438	19029	23.0174996058647
37	sas	5000	733.637055	609	19029	32.0037836985653
37	sas	5040	737.430223	614	19029	32.2665405433812
37	sas	8128	991.940503	828	19029	43.5125335014977
37	sas	9197	1068.708264	915	19029	48.0845026012928
37	sas	10000	1123.754629	959	19029	50.3967628356719
37	sas	10824	1178.453691	996	19029	52.3411634873088
37	sas	15000	1426.141583	1178	19029	61.9055126386042
37	sas	15308	1443.085607	1187	19029	62.3784749592727
38	sas	10	8.095213325	5	32334	0.154635986886868
38	sas	20	16.24926185	11	32334	0.34019917115111
38	sas	50	39.70102188	37	32334	1.14430630296283
38	sas	100	74.39267706	59	32334	1.82470464526505
38	sas	200	135.1495038	100	32334	3.09271973773737
38	sas	500	274.2704887	211	32334	6.52563864662584
38	sas	1000	452.8645229	339	32334	10.4843199109297
38	sas	2000	729.0829768	535	32334	16.5460505968949
38	sas	3070	969.2017038	725	32334	22.4222180985959
38	sas	5000	1323.647523	1008	32334	31.1746149563927
38	sas	5040	1330.460752	1013	32334	31.3292509432795
38	sas	8128	1787.079673	1393	32334	43.0815859466815
38	sas	9197	1924.522162	1498	32334	46.3289416713057
38	sas	10000	2022.976394	1580	32334	48.8649718562504
38	sas	10824	2120.736248	1677	32334	51.8649100018556
38	sas	15000	2562.702054	2027	32334	62.6894290839364
38	sas	15308	2592.870777	2049	32334	63.3698274262386
39	sas	10	4.01635493	5	17358	0.288051618850098
39	sas	20	8.0985813	7	17358	0.403272266390137
39	sas	50	19.7177327	16	17358	0.921765180320313
39	sas	100	36.9516356	36	17358	2.07397165572071
39	sas	200	67.095227	62	17358	3.57184007374121
39	sas	500	136.234038	136	17358	7.83500403272266
39	sas	1000	224.912676	255	17358	14.690632561355
39	sas	2000	362.555047	381	17358	21.9495333563775
39	sas	3070	482.59353	527	17358	30.3606406268003
39	sas	5000	660.57145	704	17358	40.5576679340938
39	sas	5040	663.96802	706	17358	40.6728885816338
39	sas	8128	894.51426	917	17358	52.828666897108
39	sas	9197	964.1294	990	17358	57.0342205323194
39	sas	10000	1014.19936	1036	17358	59.6842954257403
39	sas	10824	1063.92298	1080	17358	62.2191496716212
39	sas	15000	1289.60794	1301	17358	74.9510312247955
39	sas	15308	1305.04622	1322	17358	76.1608480239659
40	sas	10	4.08253334444444	2	16486	0.12131505519835
40	sas	20	8.20190641666667	3	16486	0.181972582797525
40	sas	50	19.9640167911111	12.8816666666667	16486	0.781370051356709
40	sas	100	37.4407115444444	25.8027777777778	16486	1.56513270519094
40	sas	200	68.0209002666667	40.5661111111111	16486	2.46064000431342
40	sas	500	138.143193527778	80.1716666666667	16486	4.8630150835052
40	sas	1000	227.958059661111	148.658888888889	16486	9.01728065564048
40	sas	2000	367.196951277778	237.988333333333	16486	14.4357838974483
40	sas	3070	488.3296765	331.593888888889	16486	20.1136654669956
40	sas	5000	667.266048388889	452.844444444444	16486	27.468424387022
40	sas	5040	670.704951944444	454.844444444444	16486	27.5897394422203
40	sas	8128	901.147592722222	624.818888888889	16486	37.8999689972637
40	sas	9197	970.653190722222	666.503333333333	16486	40.4284443366088
40	sas	10000	1020.40751116667	703.385	16486	42.6655950503458
40	sas	10824	1069.80262377778	734.187777777778	16486	44.5340153935326
40	sas	15000	1293.22493133333	919.807222222222	16486	55.793231967865
40	sas	15308	1308.49160044444	932.767777777778	16486	56.5793872241768
41	sas	10	4.11586076888889	3.57777777777778	15855	0.225656119695855
41	sas	20	8.25099233777778	8.57777777777778	15855	0.541014050947826
41	sas	50	20.1281372222222	15.5777777777778	15855	0.982515154700587
41	sas	100	37.7046142	26.5777777777778	15855	1.67630260345492
41	sas	200	68.4928116666667	54.1555555555556	15855	3.41567679316024
41	sas	500	139.012112	108.733333333333	15855	6.85798381162617
41	sas	1000	229.506831555556	189.888888888889	15855	11.9765934335471
41	sas	2000	369.410853777778	321.044444444444	15855	20.2487823679876
41	sas	3070	491.004504222222	437.044444444444	15855	27.5650863730334
41	sas	5000	670.309368	596.044444444444	15855	37.593468586846
41	sas	5040	673.737614888889	598.044444444444	15855	37.7196117593468
41	sas	8128	904.360292888889	810.355555555556	15855	51.1104103157084
41	sas	9197	973.744764444444	883.933333333333	15855	55.7510774729318
41	sas	10000	1023.42356888889	929.511111111111	15855	58.6257402151442
41	sas	10824	1072.70378666667	968.088888888889	15855	61.0589018536038
41	sas	15000	1295.40468888889	1184.97777777778	15855	74.7384281159117
41	sas	15308	1310.59965111111	1200.97777777778	15855	75.747573495918
42	sas	10	8.36781851000352	4.56761006289308	33048	0.138211391397152
42	sas	20	16.7967970611562	8.56761006289308	33048	0.259247460145639
42	sas	50	40.8076820408438	24.2044943698805	33048	0.732404211143806
42	sas	100	76.4923377711712	48.2044943698805	33048	1.45862062363473
42	sas	200	138.939974189757	98.8413786768679	33048	2.99084297618216
42	sas	500	282.193543670142	218.367608072904	33048	6.60758920578867
42	sas	1000	465.643832864653	335.668809441919	33048	10.1570082740837
42	sas	2000	749.98024520398	536.885259478665	33048	16.2456202940773
42	sas	3070	997.38787676941	742.728739984362	33048	22.4742417085561
42	sas	5000	1362.68433852519	1051.18299969606	33048	31.8077644546133
42	sas	5040	1369.68049325546	1058.50907963249	33048	32.029444433324
42	sas	8128	1839.78241783408	1463.15419915483	33048	44.2736080596354
42	sas	9197	1981.52247423795	1578.77769973907	33048	47.7722615510491
42	sas	10000	2083.02032867993	1672.34530980197	33048	50.6035254721003
42	sas	10824	2183.69339288676	1764.74904045046	33048	53.3995715459471
42	sas	15000	2639.09961328937	2158.44167402618	33048	65.3123237117581
42	sas	15308	2670.19365833943	2185.44167402618	33048	66.1293171758103
43	sas	10	4.345766	8	15918	0.502575700464883
43	sas	20	8.6936063	13	15918	0.816685513255434
43	sas	50	21.206998	16	15918	1.00515140092977
43	sas	100	39.69323	28	15918	1.75901495162709
43	sas	200	72.099761	48	15918	3.0154542027893
43	sas	500	146.29183	90	15918	5.65397663022993
43	sas	1000	241.56529	149	15918	9.36047242115844
43	sas	2000	388.60487	246	15918	15.4542027892951
43	sas	3070	516.30724	331	15918	20.7940696067345
43	sas	5000	704.29324	458	15918	28.7724588516145
43	sas	5040	707.88414	464	15918	29.1493906269632
43	sas	8128	949.2261	637	15918	40.0175901495163
43	sas	9197	1021.7493	698	15918	43.849729865561
43	sas	10000	1073.6485	748	15918	46.9908279934665
43	sas	10824	1125.0372	781	15918	49.0639527578842
43	sas	15000	1357.2143	934	15918	58.675713029275
43	sas	15308	1373.0316	957	15918	60.1206181681116
44	sas	10	6.4015111	7	23379	0.299414004020702
44	sas	20	12.8007871	17	23379	0.727148295478849
44	sas	50	31.229487	32	23379	1.36874973266607
44	sas	100	58.479081	49	23379	2.09589802814492
44	sas	200	106.243754	82	23379	3.5074211899568
44	sas	500	215.59603	145	23379	6.20214722614312
44	sas	1000	355.94324	238	23379	10.1800761367039
44	sas	2000	572.57399	404	23379	17.2804653749091
44	sas	3070	760.61379	534	23379	22.841011163865
44	sas	5000	1037.28064	778	23379	33.2777278754438
44	sas	5040	1042.58017	780	23379	33.3632747337354
44	sas	8128	1397.36093	1034	23379	44.2277257367723
44	sas	9197	1503.96224	1126	23379	48.1628812181873
44	sas	10000	1580.14423	1195	23379	51.1142478292485
44	sas	10824	1655.62124	1268	23379	54.2367081568929
44	sas	15000	1996.35183	1562	23379	66.8120963257624
44	sas	15308	2019.52127	1580	23379	67.5820180503871
45	sas	10	8.6494213	2	32412	0.061705541157596
45	sas	20	17.3314199	11	32412	0.339380476366778
45	sas	50	42.096852	30	32412	0.925583117363939
45	sas	100	78.870137	47	32412	1.4500802172035
45	sas	200	143.258253	79	32412	2.43736887572504
45	sas	500	290.9223	178	32412	5.49179316302604
45	sas	1000	480.07006	307	32412	9.47180056769098
45	sas	2000	772.88269	522	32412	16.1051462421325
45	sas	3070	1027.49055	711	32412	21.9363198815254
45	sas	5000	1402.87091	1009	32412	31.1304455140072
45	sas	5040	1410.03692	1015	32412	31.3155621374799
45	sas	8128	1892.18966	1393	32412	42.9779094162656
45	sas	9197	2037.43392	1508	32412	46.5259780328273
45	sas	10000	2141.35086	1587	32412	48.9633469085524
45	sas	10824	2244.3324	1671	32412	51.5549796371714
45	sas	15000	2709.8303	2042	32412	63.0013575219055
45	sas	15308	2741.5686	2070	32412	63.8652350981118
46	sas	10	10.6186649688804	7	44412	0.157615058993065
46	sas	20	21.3768551995063	14.17232043319	44412	0.319110160163694
46	sas	50	52.1649708959707	34.51696129957	44412	0.777198984499009
46	sas	100	97.8623703799968	66.9590699155917	44412	1.50767967926668
46	sas	200	177.803519191113	116.060519190954	44412	2.61326936843542
46	sas	500	361.02731147619	241.603440038223	44412	5.44004863636456
46	sas	1000	595.899435667941	417.414397197006	44412	9.39868497696582
46	sas	2000	960.173293863673	692.835164835165	44412	15.6001793397092
46	sas	3070	1277.23742197324	927.958432871476	44412	20.89431759145
46	sas	5000	1746.35949913681	1284.0187928014	44412	28.9115282536567
46	sas	5040	1755.39790781972	1292.0187928014	44412	29.0916597496487
46	sas	8128	2361.16296717312	1804.82560917344	44412	40.6382421231523
46	sas	9197	2543.94456794235	1946.32823698041	44412	43.8243771273622
46	sas	10000	2674.92858110209	2040.70345596433	44412	45.9493707998813
46	sas	10824	2805.18736023093	2143.76397515528	44412	48.2699264873295
46	sas	15000	3394.67544957318	2622.12900143335	44412	59.0410024640491
46	sas	15308	3434.97182557732	2661.4027711419	44412	59.9253078254053
47	sas	10	3.0717117	5	22293	0.2242856502041
47	sas	20	6.3676517	7	22293	0.31399991028574
47	sas	50	15.6027788	17	22293	0.76257121069394
47	sas	100	29.43895	32	22293	1.43542816130624
47	sas	200	53.467518	52	22293	2.33257076212264
47	sas	500	108.733208	119	22293	5.33799847485758
47	sas	1000	179.461783	213	22293	9.55456869869466
47	sas	2000	291.07975	342	22293	15.3411384739604
47	sas	3070	389.39825	453	22293	20.3202799084915
47	sas	5000	538.26002	622	22293	27.90113488539
47	sas	5040	541.16796	623	22293	27.9459920154309
47	sas	8128	739.19524	820	22293	36.7828466334724
47	sas	9197	799.76757	897	22293	40.2368456466155
47	sas	10000	843.83188	936	22293	41.9862737182075
47	sas	10824	888.08526	985	22293	44.1842730902077
47	sas	15000	1090.90132	1196	22293	53.6491275288207
47	sas	15308	1104.9557	1209	22293	54.2322702193514
48	sas	10	2.8941982	3	22182	0.135244793075467
48	sas	20	5.9988929	7	22182	0.315571183842755
48	sas	50	14.6723377	13	22182	0.586060769993689
48	sas	100	27.65363	29	22182	1.30736633306284
48	sas	200	50.202435	57	22182	2.56965106843387
48	sas	500	102.083311	126	22182	5.6802813091696
48	sas	1000	168.517738	218	22182	9.82778829681724
48	sas	2000	273.33431	330	22182	14.8769272383013
48	sas	3070	365.74737	441	22182	19.8809845820936
48	sas	5000	505.7305	589	22182	26.5530610404833
48	sas	5040	508.44531	591	22182	26.6432242358669
48	sas	8128	694.82562	804	22182	36.245604544225
48	sas	9197	751.8252	869	22182	39.1759083941935
48	sas	10000	793.36668	927	22182	41.7906410603192
48	sas	10824	835.0334	973	22182	43.864394554143
48	sas	15000	1026.23795	1207	22182	54.4134884140294
48	sas	15308	1039.48415	1220	22182	54.9995491840231
49	sas	10	1.8789938	1	13599	0.0735348187366718
49	sas	20	3.8873234	2	13599	0.147069637473344
49	sas	50	9.475133	14	13599	1.02948746231341
49	sas	100	17.865928	23	13599	1.69130083094345
49	sas	200	32.438001	45	13599	3.30906684315023
49	sas	500	65.99578	91	13599	6.69166850503713
49	sas	1000	108.88337	147	13599	10.8096183542908
49	sas	2000	176.59126	214	13599	15.7364512096478
49	sas	3070	236.25221	273	13599	20.0750055151114
49	sas	5000	326.49488	397	13599	29.1933230384587
49	sas	5040	328.24452	400	13599	29.4139274946687
49	sas	8128	448.05036	535	13599	39.3411280241194
49	sas	9197	484.70587	575	13599	42.2825207735863
49	sas	10000	511.36845	614	13599	45.1503787043165
49	sas	10824	538.09345	634	13599	46.6210750790499
49	sas	15000	660.6139	770	13599	56.6218104272373
49	sas	15308	669.104	781	13599	57.4306934333407
51	sas	10	1.1534361	0	4788	0
51	sas	20	2.3234271	1	4788	0.208855472013367
51	sas	50	5.678907	2	4788	0.417710944026733
51	sas	100	10.663804	3	4788	0.6265664160401
51	sas	200	19.381224	11	4788	2.29741019214703
51	sas	500	39.356895	25	4788	5.22138680033417
51	sas	1000	64.9515	49	4788	10.233918128655
51	sas	2000	104.67038	85	4788	17.7527151211362
51	sas	3070	139.22146	108	4788	22.5563909774436
51	sas	5000	190.3478	152	4788	31.7460317460317
51	sas	5040	191.33884	153	4788	31.9548872180451
51	sas	8128	257.35077	212	4788	44.2773600668338
51	sas	9197	277.2782	230	4788	48.0367585630744
51	sas	10000	291.53757	239	4788	49.9164578111947
51	sas	10824	305.73693	245	4788	51.1695906432749
51	sas	15000	369.94838	291	4788	60.7769423558897
51	sas	15308	374.34064	293	4788	61.1946532999165
52	sas	10	1.131809	0	3900	0
52	sas	20	2.255854	0	3900	0
52	sas	50	5.5408	4	3900	1.02564102564103
52	sas	100	10.36293	6	3900	1.53846153846154
52	sas	200	18.83157	9	3900	2.30769230769231
52	sas	500	38.16556	25	3900	6.41025641025641
52	sas	1000	63.0663	41	3900	10.5128205128205
52	sas	2000	101.3151	60	3900	15.3846153846154
52	sas	3070	134.4329	77	3900	19.7435897435897
52	sas	5000	183.0071	112	3900	28.7179487179487
52	sas	5040	183.9388	112	3900	28.7179487179487
52	sas	8128	246.0919	161	3900	41.2820512820513
52	sas	9197	264.6886	172	3900	44.1025641025641
52	sas	10000	277.9669	179	3900	45.8974358974359
52	sas	10824	291.1187	190	3900	48.7179487179487
52	sas	15000	350.3431	231	3900	59.2307692307692
52	sas	15308	354.3602	236	3900	60.5128205128205
53	sas	10	0.85078	0	3243	0
53	sas	20	1.701523	1	3243	0.308356460067838
53	sas	50	4.172055	3	3243	0.925069380203515
53	sas	100	7.80368	8	3243	2.46685168054271
53	sas	200	14.17549	17	3243	5.24205982115325
53	sas	500	28.73694	37	3243	11.40918902251
53	sas	1000	47.486	55	3243	16.9596053037311
53	sas	2000	76.3545	79	3243	24.3601603453592
53	sas	3070	101.4072	101	3243	31.1440024668517
53	sas	5000	138.2748	128	3243	39.4696268886833
53	sas	5040	138.981	128	3243	39.4696268886833
53	sas	8128	186.369	184	3243	56.7375886524823
53	sas	9197	200.5807	194	3243	59.8211532531607
53	sas	10000	210.7504	201	3243	61.9796484736355
53	sas	10824	220.8375	207	3243	63.8297872340426
53	sas	15000	266.3933	254	3243	78.322540857231
53	sas	15308	269.4995	255	3243	78.6308973172988
54	sas	10	0.935926	0	5007	0
54	sas	20	1.909933	0	5007	0
54	sas	50	4.66858	2	5007	0.399440782903934
54	sas	100	8.77873	4	5007	0.798881565807869
54	sas	200	15.94505	10	5007	1.99720391451967
54	sas	500	32.39782	25	5007	4.99300978629918
54	sas	1000	53.4775	44	5007	8.78769722388656
